Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,City,State,Source Zipcode,Business Start Date,Business End Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code,NAICS Code Description,Parking Tax,Transient Occupancy Tax,LIC Code,LIC Code Description,Supervisor District,Neighborhoods - Analysis Boundaries,Business Corridor,Business Location,UniqueID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods
1267234-01-211,1120394,"Sfo Brit Productions, Llc","Sfo Brit Productions, Llc",488 15th Ave,San Francisco,CA,94118,1/4/2021,,1/4/2021,,488 15th Ave,San Francisco,94118,CA,7100-7199,"Arts, Entertainment, and Recreation",FALSE,FALSE,,,1,Outer Richmond,,POINT (-122.47382 37.778923),1267234-01-211-1120394-7100-7199-01-04-2021,5,8,4,29,5
0397664-08-001,397664,Vendini Inc,Vendini Tix,660 Market St Fl 4,San Francisco,CA,94104,1/8/2002,12/20/2019,1/1/2012,12/20/2019,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.402855 37.788193),0397664-08-001-0397664-5400-5499-01-01-2012,19,6,3,8,19
1251765-05-201,1100207,Alexandra Brittijn,Vibebysandra,1750 Greenwich Street St Apt 3,San Francisco,CA,94123,4/1/2019,1/10/2021,5/1/2020,1/10/2021,,,,,6100-6299,Private Education and Health Services,FALSE,FALSE,,,2,Marina,,POINT (-122.42849 37.79992),1251765-05-201-1100207-6100-6299-05-01-2020,15,4,6,13,15
1259935-09-201,1117444,Cielo Kitchens,Santeria,100 Cayuga Ave,San Francisco,CA,94112,9/14/2020,,9/14/2020,9/14/2020,2251 Market St,San Francisco,94114,CA,7220-7229,Food Services,FALSE,FALSE,,,8,Outer Mission,,POINT (-122.430695 37.73123),1259935-09-201-1117444-7220-7229-09-14-2020,94,9,5,28,94
1190108-05-181,1088434,Suhaila Farhat,Billy Goat,3499 Mission,Sanfransico,CA,94110,4/1/2018,,4/1/2018,3/22/2019,4201 Ocean Ave,San Francisco,94132,CA,7220-7229,Food Services,FALSE,FALSE,,,9,Bernal Heights,,POINT (-122.42276 37.741096),1190108-05-181-1088434-7220-7229-04-01-2018,83,9,2,2,83
1216814-03-191,1088434,Suhaila Farhat,Cortland Vip Deli & Liquor,3499 Mission St,San Francisco,CA,94110,4/1/2018,,3/22/2019,12/9/2019,4201 Ocean Ave,San Francisco,94132,CA,7220-7229,Food Services,FALSE,FALSE,,,9,Bernal Heights,,POINT (-122.42276 37.741096),1216814-03-191-1088434-7220-7229-03-22-2019,83,9,2,2,83
1012656-11-141,476837,Srectrade Inc,Srectrade Inc,201 California St 630,San Francisco,CA,94111,2/1/2011,,8/1/2014,,125 S Highway 101 1006 Ste,Solana Beach,92075,CA,5210-5239,Financial Services,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.39889 37.79332),1012656-11-141-0476837-5210-5239-08-01-2014,108,6,3,8,108
0476837-01-001,476837,Srectrade Inc,Srectrade Inc,90 New Montgomery St 333,San Francisco,CA,94105,2/1/2011,,2/1/2011,7/31/2014,125 S Highway 101 1006 Ste,Solana Beach,92075,CA,5210-5239,Financial Services,FALSE,FALSE,,,6,Financial District/South Beach,,POINT (-122.4007 37.787575),0476837-01-001-0476837-5210-5239-02-01-2011,32,6,10,8,32
0088330-01-001,88330,Khouri Faiq I,3315-3317 Mission Apartments,3315 Mission St,San Francisco,CA,94110,1/1/1975,3/1/2017,1/1/1975,3/1/2017,,,,,,,FALSE,FALSE,,,9,Bernal Heights,,POINT (-122.421005 37.74381),0088330-01-001-0088330--01-01-1975,83,9,2,2,83
0088632-01-001,88632,Tonys Collision Center Inc,Tonys Imported Body Shop Inc,140 11th St,San Francisco,CA,94103,3/1/1975,,3/1/1975,5/27/2009,140 11th St,San Francisco,94103,CA,,,FALSE,FALSE,,,6,Mission,,POINT (-122.41648 37.773792),0088632-01-001-0088632--03-01-1975,32,1,10,20,32
0306012-02-001,306012,Boultwood Joyce A,3232 21st St,3232 21st St,San Francisco,CA,94110,1/1/1997,12/31/2018,1/1/1997,12/31/2019,,,,,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,9,Mission,,POINT (-122.41955 37.757023),0306012-02-001-0306012-5300-5399-01-01-1997,53,3,2,20,53
1290442-11-211,322210,Blea Teresa R,Mio Pre School,2235 Mission St,San Francisco,CA,94110,9/1/1998,,4/1/2020,,2235 Mission St,San Francisco,94110,CA,6100-6299,Private Education and Health Services,FALSE,FALSE,,,9,Mission,,POINT (-122.419266 37.761253),1290442-11-211-0322210-6100-6299-04-01-2020,53,3,2,20,53
0441413-01-001,441413,Antosik Matthew P,Proforma Your Best,461 Green St,San Francisco,CA,94133,8/24/2009,12/31/2020,8/24/2009,5/12/2016,,,,,4400-4599,Retail Trade,FALSE,FALSE,,,3,North Beach,,POINT (-122.406815 37.79975),0441413-01-001-0441413-4400-4599-08-24-2009,106,6,3,23,106
0376404-01-999,376404,Greenspan Adjusters Intl Inc,Greenspan Adjusters Intl Inc,400 Oyster Point Blvd Ste 519,S+san+fran,CA,94080,4/1/2004,,4/1/2004,,400 Oyster Point Blvd Ste 519,South San Francisco,94080,CA,5240-5249,Insurance,FALSE,FALSE,,,,,,POINT (-122.38256 37.665554),0376404-01-999-0376404-5240-5249-04-01-2004,,,,,
0435370-01-001,435370,Fatooh Peter J,Sf Property Tax Appeal,54 Seward St,San Francisco,CA,94114,1/26/2009,,1/26/2009,,54 Seward St,San Francisco,94114,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,8,Twin Peaks,,POINT (-122.44019 37.75827),0435370-01-001-0435370-5300-5399-01-26-2009,115,3,5,38,115
1123847-10-161,1031943,Mitchell Aminah,Aminah Mitchell,Po Box 882471,San+francisco,CA,94188,5/2/2016,,7/1/2016,,Po Box 882471,San Francisco,94188,CA,,,FALSE,FALSE,,,10,Bayview Hunters Point,,POINT (-122.3817 37.739265),1123847-10-161-1031943--07-01-2016,76,2,9,1,76
1267200-01-211,1120378,"1450 Golden Gate G1, Lp","1450 Golden Gate G1, Lp",1450 Golden Gate Ave,San Francisco,CA,94115,11/2/2020,,11/2/2020,,268 Bush St 1688,San Francisco,94104,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,5,Western Addition,,POINT (-122.43444 37.779274),1267200-01-211-1120378-5300-5399-11-02-2020,97,4,11,39,97
1121387-09-161,1058413,"Chococo, Inc.","Chococo, Inc.",455 Clement St,San Francisco,CA,94118,9/27/2016,,9/27/2016,,1659 Parkview Green Cir,San Jose,95131,CA,4400-4599,Retail Trade,FALSE,FALSE,,,1,Inner Richmond,,POINT (-122.46393 37.782936),1121387-09-161-1058413-4400-4599-09-27-2016,5,8,4,11,5
0433018-01-002,433018,Neubauer & Associates Inc,Advocate & Plaintiff Magazines,211 Sutter St 801,San Francisco,CA,94108,2/1/2008,2/1/2020,1/1/2009,10/1/2014,,,,,5100-5199,Information,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.40398 37.789783),0433018-01-002-0433018-5100-5199-01-01-2009,19,6,3,8,19
0945872-20-001,945872,Pacific Park Management Inc,Fillmore Heritage Garage,1310 Fillmore St,San Francisco,CA,94115,10/10/1995,,5/1/2011,8/31/2014,311 California St # 310ste,San Francisco,94104,CA,,,FALSE,FALSE,,,5,Western Addition,,POINT (-122.43233 37.781597),0945872-20-001-0945872--05-01-2011,97,4,11,39,97
0945872-19-001,945872,Pacific Park Management Inc,Bart,465 California St 473,San Francisco,CA,94104,10/10/1995,,5/14/2009,8/31/2014,311 California St # 310ste,San Francisco,94104,CA,,,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.40225 37.79289),0945872-19-001-0945872--05-14-2009,108,6,3,8,108
0945872-15-001,945872,Pacific Park Management Inc,Mission Bartlett Garage,3255 21st St,San Francisco,CA,94110,10/10/1995,,7/1/2006,8/31/2014,311 California St # 310ste,San Francisco,94104,CA,,,FALSE,FALSE,,,9,Mission,,POINT (-122.42014 37.756935),0945872-15-001-0945872--07-01-2006,53,3,2,20,53
1156207-07-171,1074036,Hugo Buret,Hugo Buret,1261 Rhode Island St,San Francisco,CA,94107,7/24/2017,1/1/2021,7/24/2017,1/1/2021,,,,,7210-7219,Accommodations,FALSE,FALSE,,,10,Potrero Hill,,POINT (-122.40148 37.75381),1156207-07-171-1074036-7210-7219-07-24-2017,54,2,9,26,54
1266764-01-211,448031,Asana Inc,"Asana Inc, 9th & 10th Floor",633 Folsom St,San Francisco,CA,94107,3/23/2009,,4/24/2012,,633 Folsom St Ste 100,San Francisco,94107,CA,5100-5199,Information,FALSE,FALSE,,,6,Financial District/South Beach,,POINT (-122.397484 37.78489),1266764-01-211-0448031-5100-5199-04-24-2012,32,1,10,8,32
1277056-05-211,1010389,Minnesota Street Project Llc,Minnesota Street Project Llc,1031 25 St,San Francisco,CA,94107,1/19/2015,,9/1/2020,9/1/2020,1150 25th St,San Francisco,94107,CA,7100-7199,"Arts, Entertainment, and Recreation",FALSE,FALSE,,,10,Bayview Hunters Point,,POINT (-122.38909 37.75273),1277056-05-211-1010389-7100-7199-09-01-2020,56,2,9,1,56
0192474-03-001,192474,Ibex Enterprises,Resource Design Interiors,747 Front St Ste 100,San Francisco,CA,94111,10/3/1989,,12/13/2011,5/31/2020,350 Brannan St 1 Fl,San Francisco,94107,CA,4200-4299,Wholesale Trade,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.39981 37.79824),0192474-03-001-0192474-4200-4299-12-13-2011,77,6,3,8,77
1267168-01-211,1120362,"1369 Hyde G1, Lp","1369 Hyde G1, Lp",1369 Hyde St,San Francisco,CA,94109,12/29/2020,,12/29/2020,,268 Bush St 1688,San Francisco,94104,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,3,Russian Hill,,POINT (-122.41791 37.793377),1267168-01-211-1120362-5300-5399-12-29-2020,16,6,3,32,16
0435426-02-001,435426,Aikeo Inc,Aikeo Inc,54 Digby St,San Francisco,CA,94131,6/1/2006,,1/1/2013,,1963 Baile St,Montreal,H3H 1,QC,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,8,Glen Park,,POINT (-122.4319 37.73895),0435426-02-001-0435426-5400-5499-01-01-2013,59,9,5,10,59
1017417-01-151,951778,Leventon Yana & Koffman Bryan,Incare Home Health Services,2787 California St B,San Francisco,CA,94115,7/18/2001,12/31/2020,1/1/2015,12/31/2020,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,2,Pacific Heights,,POINT (-122.44015 37.78808),1017417-01-151-0951778-5400-5499-01-01-2015,103,4,6,30,103
1202680-10-181,1079539,Innoactive Group,Innoactive Group Inc,1 Avenue Of The Palms  19,San Francisco,CA,94130,5/8/2017,,11/1/2017,,0000 Undeliverable Mail,San Francisco,99999,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,6,Treasure Island,,POINT (-122.37093 37.81328),1202680-10-181-1079539-5400-5499-11-01-2017,35,1,10,37,35
1038770-09-151,479874,Metro Mile Inc,Metromile Inc,690 Folsom St #200,San Francisco,CA,94107,3/8/2013,,3/1/2015,3/1/2020,425 Market St 700 Fl,San Francisco,94105,CA,5240-5249,Insurance,FALSE,FALSE,,,6,Financial District/South Beach,,POINT (-122.398705 37.784),1038770-09-151-0479874-5240-5249-03-01-2015,32,1,10,8,32
1223718-05-191,388994,Lee Garrett S,G-Gym,3626 Anza St,San Francisco,CA,94121,6/15/2005,7/1/2018,7/1/2018,7/1/2018,,,,,7210-7219 6100-6299,Multiple,FALSE,FALSE,,,1,Outer Richmond,,POINT (-122.487076 37.77808),1223718-05-191-0388994-7210-7219 6100-6299-07-01-2018,8,8,4,29,8
0005036-01-001,5036,Carters Jewelry Co Inc,Carters Jewelry Co Inc,760 Market St 800,San Francisco,CA,94102,10/1/1968,,10/1/1968,6/30/2014,210 Post St Ste 412,San Francisco,94108,CA,4200-4299,Wholesale Trade,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.404945 37.786545),0005036-01-001-0005036-4200-4299-10-01-1968,19,5,3,8,19
0041451-01-001,41451,Wong Poy,566 21st Av Apts,566 21st Ave,San Francisco,CA,94121,10/1/1968,,10/1/1968,,639 21st Ave,San Francisco,94121,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,1,Outer Richmond,,POINT (-122.48019 37.777138),0041451-01-001-0041451-5300-5399-10-01-1968,8,8,4,29,8
0482708-01-001,482708,Fifth Column Games,Fifth Column Games,818 Mission St Fl 2,San Francisco,CA,94103,9/15/2011,,9/15/2011,1/15/2021,Po Box 411263,San Francisco,94141,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,6,South of Market,,POINT (-122.40467 37.784195),0482708-01-001-0482708-5400-5499-09-15-2011,32,1,10,34,32
1213247-02-191,956672,Serge Sorokko Galleries Inc,"Serge Sorokko Galleries, Inc.",210 Post St Ste 1010,San Francisco,CA,94108,9/1/1996,,10/1/2018,4/29/2020,365 Grant Ave,San Francisco,94108,CA,4400-4599,Retail Trade,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.40547 37.78869),1213247-02-191-0956672-4400-4599-10-01-2018,19,6,3,8,19
1250940-04-201,956672,Serge Sorokko Galleries Inc,"Serge Sorokko Galleries, Inc.",363 Grant Ave,San Francisco,CA,94108,9/1/1996,,2/1/2020,,365 Grant Ave,San Francisco,94108,CA,5600-5699 4400-4599,Multiple,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.40558 37.790302),1250940-04-201-0956672-5600-5699 4400-4599-02-01-2020,19,6,3,8,19
1213246-02-191,956672,Serge Sorokko Galleries Inc,"Serge Sorokko Galleries, Inc.",345 Sutter St,San Francisco,CA,94108,9/1/1996,,9/17/2018,4/17/2020,365 Grant Ave,San Francisco,94108,CA,4400-4599,Retail Trade,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.406105 37.789516),1213246-02-191-0956672-4400-4599-09-17-2018,19,6,3,8,19
1192123-06-181,1089161,Samuel Adeyemo,Aurora Solar Inc.,434 Brannan St Fl 1,San Francisco,CA,94107,4/23/2018,,4/23/2018,,Po Box 78350,San Francisco,94107,CA,,,FALSE,FALSE,,,6,South of Market,,POINT (-122.39517 37.779438),1192123-06-181-1089161--04-23-2018,32,1,10,34,32
1195755-07-181,1090509,Seo Symbiosis Llc,Seo Symbiosis,424 Clay St,San Francisco,CA,94111,7/16/2018,,7/16/2018,7/3/2020,2021 Fillmore St 2074 Ste,San Francisco,94115,CA,5600-5699 5100-5199 5400-5499,Multiple,FALSE,FALSE,,,3,Chinatown,,POINT (-122.400665 37.794964),1195755-07-181-1090509-5600-5699 5100-5199 5400-5499-07-16-2018,108,6,3,6,108
1208371-12-181,487708,Perform For Life,Perform For Life Run Lab,61 Gough St Bldg,San Francisco,CA,94102,3/15/2014,,12/27/2018,,61 Gough St,San Francisco,94102,CA,4400-4599,Retail Trade,FALSE,FALSE,,,5,Hayes Valley,,POINT (-122.42228 37.773235),1208371-12-181-0487708-4400-4599-12-27-2018,26,4,11,9,26
0088632-02-001,88632,Tonys Collision Center Inc,Tonys Collision Center Inc,140 11th St,San Francisco,CA,94103,3/1/1975,,5/28/2009,,140 11th St,San Francisco,94103,CA,,,FALSE,FALSE,D10 D23 D39,Multiple,6,Mission,,POINT (-122.41648 37.773792),0088632-02-001-0088632--05-28-2009,32,1,10,20,32
1173636-12-171,487708,Perform For Life,Perform For Life,61 Gough St,San Francisco,CA,94102,3/15/2014,,12/27/2017,,61 Gough St,San Francisco,94102,CA,4400-4599,Retail Trade,FALSE,FALSE,,,5,Hayes Valley,,POINT (-122.42228 37.773235),1173636-12-171-0487708-4400-4599-12-27-2017,26,4,11,9,26
1135541-02-171,476364,Kbgc Inc,"Kbgc, Inc.",275 Battery St,San+francisco,CA,94194,3/1/2013,,2/7/2017,,2200 Jerrold Ave Ste Z,San Francisco,94124,CA,7220-7229,Food Services,FALSE,FALSE,H07,Retail Food Market W/food Prep. Lt 5001 Sqft,3,Financial District/South Beach,,POINT (-122.40038 37.79387),1135541-02-171-0476364-7220-7229-02-07-2017,108,6,3,8,108
1228280-07-191,490594,Sourcegraph Inc,Sourcegraph Inc.,142 Minna St Fl 2nd,San Francisco,CA,94105,12/4/2013,,8/1/2018,,548 Market St Pmb 20739,San Francisco,94104,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,6,Financial District/South Beach,,POINT (-122.40021 37.786865),1228280-07-191-0490594-5400-5499-08-01-2018,32,1,10,8,32
1168283-11-171,1079539,Innoactive Group,Innoactive Group,1 Avenue Of The Palms  Ste 19,San Francisco,CA,94130,5/8/2017,,11/1/2017,10/11/2018,0000 Undeliverable Mail,San Francisco,99999,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,6,Treasure Island,,POINT (-122.37093 37.81328),1168283-11-171-1079539-5400-5499-11-01-2017,35,1,10,37,35
0485650-01-001,485650,Ignition Talent Group Llc,Ignition Talent Group Llc,333 Bryant St Ste 190,San Francisco,CA,94107,8/2/2009,,8/2/2009,12/31/2020,33 Lucas Ranch Ct,Lafayette,94549,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,6,Financial District/South Beach,,POINT (-122.39218 37.784126),0485650-01-001-0485650-5400-5499-08-02-2009,31,1,10,8,31
1291234-11-211,393282,Miller Brad S,Infotech Sourcing,2069 Green St,San Francisco,CA,94123,11/15/2005,,1/4/2021,,2069 Green St,San Francisco,94123,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,2,Marina,,POINT (-122.433105 37.79641),1291234-11-211-0393282-5400-5499-01-04-2021,102,4,6,13,102
1080770-07-161,393330,Sillapere Inc,Sillapere Inc,P.o. Box 831,Pescadero,CA,94060,11/1/2005,6/1/2016,11/1/2005,6/1/2016,,,,,4400-4599,Retail Trade,FALSE,FALSE,,,,,,POINT (-122.36175 37.24687),1080770-07-161-0393330-4400-4599-11-01-2005,,,,,
1283383-08-211,435444,Wu & Fan Llp,Julia Wu Cpa,710 22nd Ave,San Francisco,CA,94121,1/2/2009,,7/1/2021,,710 22nd Ave,San Francisco,94121,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,1,Outer Richmond,,POINT (-122.481064 37.774323),1283383-08-211-0435444-5400-5499-07-01-2021,8,8,4,29,8
0474345-01-001,474345,Hotel Des Arts Llc,Hotel Des Arts,447 Bush St,San Francisco,CA,94108,11/14/2012,,11/14/2012,,447 Bush St,San Francisco,94108,CA,7210-7219,Accommodations,FALSE,TRUE,Hhh,,3,Financial District/South Beach,,POINT (-122.40489 37.790623),0474345-01-001-0474345-7210-7219-11-14-2012,19,6,3,8,19
0945872-05-002,945872,Pacific Park Management Inc,Pacific Park Management Inc,847 Front St,San Francisco,CA,94111,10/10/1995,,1/1/2010,8/31/2014,311 California St # 310ste,San Francisco,94104,CA,,,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.4 37.79918),0945872-05-002-0945872--01-01-2010,77,6,3,8,77
0945872-17-001,945872,Pacific Park Management Inc,Pacific Park Management Inc,1160 Mission St,San Francisco,CA,94103,10/10/1995,,12/1/2007,1/1/2011,311 California St # 310ste,San Francisco,94104,CA,,,FALSE,FALSE,,,6,South of Market,,POINT (-122.41228 37.778194),0945872-17-001-0945872--12-01-2007,32,1,10,34,32
0945872-21-001,945872,Pacific Park Management Inc,Select-A-Spot,465 California St Ste 473,San Francisco,CA,94104,10/10/1995,,7/1/2012,2/1/2019,311 California St # 310ste,San Francisco,94104,CA,,,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.40225 37.79289),0945872-21-001-0945872--07-01-2012,108,6,3,8,108
1232933-09-191,945872,Pacific Park Management Inc,Pacific Park Management,311 California St 310,San Francisco,CA,94104,10/10/1995,,2/1/2019,,311 California St # 310ste,San Francisco,94104,CA,,,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.40016 37.793156),1232933-09-191-0945872--02-01-2019,108,6,3,8,108
0945872-05-003,945872,Pacific Park Management Inc,Pacific Park Management Inc,270 Brannan St,San Francisco,CA,94107,10/10/1995,,9/1/2010,8/31/2014,311 California St # 310ste,San Francisco,94104,CA,,,FALSE,FALSE,,,6,Financial District/South Beach,,POINT (-122.39125 37.782536),0945872-05-003-0945872--09-01-2010,31,1,10,8,31
1162334-09-171,1076695,Armando Ramirez-Huamani,Off Top,2359 Mission St,San Francisco,CA,94110,9/27/2017,3/1/2019,9/27/2017,3/1/2019,,,,,4400-4599,Retail Trade,FALSE,FALSE,,,9,Mission,,POINT (-122.41908 37.759304),1162334-09-171-1076695-4400-4599-09-27-2017,53,3,2,20,53
1267324-01-211,1120442,Homestay,Homestay,45 Greenwood Avenue Ave,San Francisco,CA,94112,1/1/2020,1/1/2020,1/1/2020,1/1/2020,,,,,7210-7219,Accommodations,FALSE,FALSE,,,7,West of Twin Peaks,,POINT (-122.45463 37.728764),1267324-01-211-1120442-7210-7219-01-01-2020,71,9,8,41,71
0376468-01-001,376468,King Daniel S,Edgewise Arts,3481 19th St,San Francisco,CA,94110,4/13/2004,,4/13/2004,,0000 Undeliverable Mail,San Francisco,99999,CA,4400-4599,Retail Trade,FALSE,FALSE,,,9,Mission,,POINT (-122.42102 37.760098),0376468-01-001-0376468-4400-4599-04-13-2004,53,3,2,20,53
0324884-04-001,324884,Fassnacht Jeffrey W,South Bend Design,72 Missouri St,San Francisco,CA,94107,2/24/1999,8/30/2012,5/1/2011,8/30/2012,,,,,,,FALSE,FALSE,,,10,Mission Bay,,POINT (-122.39684 37.765522),0324884-04-001-0324884--05-01-2011,54,1,9,4,54
0945872-12-001,945872,Pacific Park Management Inc,Sf General Hospital Garage,2500 24th St,San Francisco,CA,94110,10/10/1995,,7/1/1998,2/1/2012,311 California St # 310ste,San Francisco,94104,CA,,,FALSE,FALSE,,,10,Mission,,POINT (-122.40448 37.753143),0945872-12-001-0945872--07-01-1998,54,3,9,20,54
1025638-04-151,1012376,Chan Flora,Flora Chan Psy.d,2211 Post St Ste 401,San Francisco,CA,94115,4/10/2015,,4/10/2015,,107 G St 202 Apt,San Rafael,94901,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,5,Japantown,,POINT (-122.43827 37.78447),1025638-04-151-1012376-5400-5499-04-10-2015,103,4,11,15,103
1018778-02-151,1009076,Synety Inc,Synety Inc,1595 Peachtree Pkwy #204-337,Cumming,GA,30041,2/1/2015,,2/1/2015,5/24/2019,1595 Peachtree Pkwy 204-337 Ste,Cumming,30041,GA,2200-2299,Utilities,FALSE,FALSE,,,,,,POINT (-84.17058 34.122467),1018778-02-151-1009076-2200-2299-02-01-2015,,,,,
0945872-05-001,945872,Pacific Park Management Inc,Pacific Park Management Inc,465 California St Ste 473,San Francisco,CA,94104,10/10/1995,,7/2/2005,2/1/2019,311 California St # 310ste,San Francisco,94104,CA,,,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.40225 37.79289),0945872-05-001-0945872--07-02-2005,108,6,3,8,108
1035125-07-151,1001592,Ernie & Sons Scaffolding,Unique Scaffold,1830 Loveridge Rd,Pittsburg,CA,94565,7/23/2014,,11/1/2014,8/21/2017,1960 Olivera Rd,Concord,94520,CA,2300-2399,Construction,FALSE,FALSE,,,,,,POINT (-121.86172 38.01466),1035125-07-151-1001592-2300-2399-11-01-2014,,,,,
0945872-05-006,945872,Pacific Park Management Inc,Pacific Park Management Inc,2055 Lombard St,San Francisco,CA,94123,10/10/1995,,2/1/2012,8/31/2014,311 California St # 310ste,San Francisco,94104,CA,,,FALSE,FALSE,,,2,Marina,,POINT (-122.43528 37.79985),0945872-05-006-0945872--02-01-2012,15,4,6,13,15
1002234-07-141,1001592,Ernie & Sons Scaffolding,Unique Scaffold,1485 Bayshore Blvd #186,San Francisco,CA,94124,7/23/2014,,7/23/2014,5/31/2015,1960 Olivera Rd,Concord,94520,CA,2300-2399,Construction,FALSE,FALSE,,,10,Bayview Hunters Point,,POINT (-122.40152 37.725815),1002234-07-141-1001592-2300-2399-07-23-2014,86,2,9,1,86
0041466-01-001,41466,Hoy Yen Assn F S F Inc,57/67 Columbus Rentals,57 Columbus Ave,San Francisco,CA,94111,10/1/1968,,10/1/1968,,57 Columbus Ave,San Francisco,94111,CA,5100-5199,Information,FALSE,FALSE,Hhh,,3,Chinatown,,POINT (-122.4042 37.79612),0041466-01-001-0041466-5100-5199-10-01-1968,104,6,3,6,104
